USER_ID,TEST_AGE,CERT_GROUP,TEST_SEX,ITEM_F001,ITEM_F002,ITEM_F018,AGE_GROUP,BMI_GROUP,G_ID,Recommend_pre_ex,Recommend_main_ex,Recommend_finish_ex,Additional_pre_ex,Additional_main_ex,Additional_finish_ex
255,45,상,F,164.9,66.0,24.3,40대,비만전단계,159, 상지 루틴 스트레칭, 옆으로 누워 버티기,하지 루틴 스트레칭," 전신 루틴 스트레칭,  하지 루틴 스트레칭, 하지 루틴 스트레칭,  유산소 운동 전 동적 루틴 스트레칭"," 엎드려 버티기,  네발기기 자세에서 다리 위로 뻗어올리기,  한발 앞으로 내밀고 앉았다 일어서기,  누워서 밀기"," 걷기, 계단 올라갔다 내려오기, 앉았다 일어서기,  네발기기 자세에서 다리 위로 뻗어올리기"
256,26,하,F,158.8,60.8,24.1,20대,비만전단계,89,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  무릎 높여 제자리 달리기,  수영,  옆으로 누워 버티기"," 무릎 높여 제자리 달리기,  걷기,  옆으로 누워 버티기,  수영"
257,57,중,M,167.5,68.9,24.6,50대,비만전단계,193,유산소 운동 전 동적 루틴 스트레칭, 엎드려 버티기,전신 루틴 스트레칭,없음," 앉아서 당겨 내리기,  버피운동,  걷기,  계단 올라갔다 내려오기"," 자전거타기,  팔굽혀펴기, 윗몸올리기 ,  버피운동"
258,42,하,F,164.9,66.0,24.3,40대,비만전단계,161,걷기,달리기,전신 루틴 스트레칭,없음," 버피운동,  계단 뛰기,  무릎 높여 제자리 달리기,  앉았다 일어서면서 점프하기"," 앉았다 일어서면서 점프하기,  계단 뛰기,  수영,  무릎 높여 제자리 달리기"
259,38,하,F,163.3,69.8,26.2,30대,1단계비만,131,상지 루틴 스트레칭,빠르게 걷기,전신 루틴 스트레칭,"하지 루틴 스트레칭,  유산소 운동 전 동적 루틴 스트레칭,  전신 루틴 스트레칭,  하지 루틴 스트레칭"," 누워서 엉덩이 들어올리기,  유산소 운동 전 동적 루틴 스트레칭,  줄넘기,  달리기"," 하지 루틴 스트레칭,  엎드려 버티기,  전신 루틴 스트레칭,  자전거타기"
260,35,하,F,161.9,50.2,19.2,30대,정상체중,119,유산소 운동 전 동적 루틴 스트레칭,윗몸올리기 ,전신 루틴 스트레칭,없음," 엎드려 버티기,  자전거타기,  엎드려서 팔 다리 들기,  앉아서 모으기"," 앉아서 다리 모으기,  몸통 들어올리기,  한발 앞으로 내밀고 앉았다 일어서기,  누워서 엉덩이 들어올리기"
261,15,하,M,162.4,57.0,21.6,10대,정상체중,44,걷기,달리기,전신 루틴 스트레칭,없음," 계단 올라갔다 내려오기,  걷기,  앉았다 일어서면서 점프하기,  계단 뛰기"," 줄넘기,  무릎 높여 제자리 달리기,  계단 뛰기,  앉았다 일어서면서 점프하기"
262,13,하,F,155.9,46.9,19.3,10대,정상체중,47,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 수영,  버피운동,  앉았다 일어서면서 점프하기,  계단 올라갔다 내려오기"," 계단 뛰기,  수영,  버피운동,  앉았다 일어서면서 점프하기"
263,15,하,F,157.0,59.0,23.9,10대,비만전단계,53,유산소 운동 전 동적 루틴 스트레칭, 앉아서 당겨 내리기,전신 루틴 스트레칭,없음," 한발 앞으로 내밀고 앉았다 일어서기,  엎드려 버티기, 윗몸올리기 , 달리기"," 계단 올라갔다 내려오기, 윗몸올리기 ,  누워서 다리 들어올리기,  앉아서 모으기"
264,18,하,F,152.2,46.2,19.9,10대,정상체중,47,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 수영,  계단 뛰기,  계단 올라갔다 내려오기,  버피운동"," 앉았다 일어서면서 점프하기,  수영,  버피운동,  계단 뛰기"
265,66,하,F,158.0,53.1,21.3,60대,정상체중,227,걷기, 엉덩이 스트레칭,자전거타기,없음,"엉덩이 스트레칭,  목 스트레칭,  골반 스트레칭,  회전근개 스트레칭","엉덩이 스트레칭,  골반 스트레칭,  회전근개 스트레칭,  목 스트레칭"
266,44,하,M,168.0,78.0,27.6,40대,1단계비만,164,걷기,달리기,전신 루틴 스트레칭,없음," 수영,  스텝퍼 옆으로 뛰어넘기,  걷기,  사다리 안팎 뛰기"," 사다리 안팎 뛰기,  수영,  걷기,  계단 뛰기"
267,53,하,F,156.0,54.1,22.2,50대,정상체중,191,유산소 운동 전 동적 루틴 스트레칭, 앉아서 당겨 내리기,전신 루틴 스트레칭,없음," 옆으로 누워 버티기, 달리기,  팔굽혀펴기,  앉아서 다리 펴기","달리기,  엎드려서 팔 다리 들기,  앉아서 밀기,  자전거타기"
268,52,하,F,155.0,58.0,24.1,50대,비만전단계,197,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  달리기, 달리기,  사다리 옆으로 발 옮기기"," 걷기,  사다리 옆으로 발 옮기기,  줄넘기,  계단 뛰기"
269,61,중,F,156.0,57.7,23.7,60대,비만전단계,232,목 스트레칭, 물병 들고 한발 앞으로 내밀고 앉았다 일어서기,엉덩이 스트레칭," 옆구리 스트레칭,  배 스트레칭,  몸통 앞으로 굽혀 걷기,  깍지 끼고 상체 숙이기"," 어깨 뒤쪽 스트레칭,  엉덩이 스트레칭,  골반 스트레칭,  밴드 걸고 누워서 다리 들어올리기","목 스트레칭,  짐볼에서 윗몸 일으키기,  양팔 벌려 전신 비틀기,  계단 올라갔다 내려오기"
270,62,하,F,161.0,65.6,25.3,60대,1단계비만,239,걷기, 엉덩이 스트레칭,자전거타기,없음," 대퇴사두근 스트레칭,  자전거타기,  등/어깨 뒤쪽 스트레칭, 엉덩이 스트레칭"," 대퇴사두근 스트레칭, 엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭,  자전거타기"
271,31,하,M,174.0,65.4,21.6,30대,정상체중,116,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기, 달리기,  달리기,  걷기"," 달리기,  자전거타기, 달리기,  줄넘기"
272,88,하,F,130.0,55.9,33.1,70대 이상,2단계비만,281,걷기, 엉덩이 스트레칭,자전거타기,없음," 엉덩이 스트레칭,  공 잡고 들어올리기,  자전거타기,  목 스트레칭"," 엉덩이 스트레칭,  목 스트레칭, 엉덩이 스트레칭,  공 잡고 들어올리기"
273,88,중,M,162.7,47.8,18.1,70대 이상,저체중,253,전신 루틴 스트레칭, 걷기,전신 루틴 스트레칭," 걷기,  유산소 운동 전 동적 루틴 스트레칭"," 서서 상체 일으키기,  스텝박스 오르내리기 ,  몸통 들어올리기,  유산소 운동 전 동적 루틴 스트레칭"," 밴드 걸고 앉아서 발등 굽힘,  목봉잡고 앉았다 일어나기,  밴드 머리 뒤로 들어올리기,  서서 상체 일으키기"
274,63,하,M,163.7,68.6,25.6,60대,1단계비만,236,걷기,엉덩이 스트레칭,자전거타기,없음," 골반 스트레칭,  엉덩이 스트레칭, 허리 스트레칭,  회전근개 스트레칭","허리 스트레칭,  엉덩이 스트레칭,  골반 스트레칭,  회전근개 스트레칭"
275,72,하,F,151.8,58.2,25.3,70대 이상,1단계비만,275,전신 루틴 스트레칭, 서서 상체 일으키기,전신 루틴 스트레칭,없음," 스텝박스,  수영,  물통으로 양팔 들어올리기,  물속에서 걷기"," 자전거타기,  윗몸올리기 ,  엎드려 뒤로 다리 올리기,  누워서 엉덩이 들어올리기"
276,72,하,M,167.0,66.8,24.0,70대 이상,비만전단계,266,전신 루틴 스트레칭, 의자에 앉아 등 굽혔다 펴기,전신 루틴 스트레칭,없음," 서서 상체 일으키기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  벽에서 팔굽혀 펴기,  물통으로 양팔 들어올리기"," 엎드려 양팔 및 다리 들어올리기,  자전거타기,  엎드려 버티기, 윗몸올리기 "
277,58,하,M,169.0,75.58,26.5,50대,1단계비만,200,유산소 운동 전 동적 루틴 스트레칭, 앉아서 다리 펴기,전신 루틴 스트레칭,없음," 윗몸올리기 , 앉았다 일어서기,  줄넘기, 윗몸올리기 "," 누워서 밀기, 윗몸올리기 ,  자전거타기,  앉아서 다리 모으기"
278,71,하,M,163.0,65.0,24.5,70대 이상,비만전단계,266,전신 루틴 스트레칭, 의자 앞에서 앉았다 일어서기,전신 루틴 스트레칭,없음,"윗몸올리기 ,  서서 상체 일으키기,  물통으로 양팔 들어올리기,  자전거타기"," 서서 뒤꿈치 들기,  팔굽혀펴기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기,  걷기"
279,60,중,F,166.0,61.3,22.2,60대,정상체중,226,전신 루틴 스트레칭, 몸통 들어올리기,전신 루틴 스트레칭, 유산소 운동 전 동적 루틴 스트레칭," 팔꿈치 굽히기,  엎드려 양팔 및 다리 들어올리기,  앉았다 일어서기,  유산소 운동 전 동적 루틴 스트레칭"," 팔굽혀펴기,  밴드 머리 뒤로 들어올리기,  팔꿈치 굽히기,  엎드려 양팔 및 다리 들어올리기"
280,67,하,F,153.0,58.6,25.0,60대,1단계비만,239,걷기,엉덩이 스트레칭,자전거타기,없음," 엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭,  자전거타기,  대퇴사두근 스트레칭"," 엉덩이 스트레칭,  자전거타기,  대퇴사두근 스트레칭,  등/어깨 뒤쪽 스트레칭"
281,62,하,F,156.0,59.5,24.4,60대,비만전단계,233,걷기, 엉덩이 스트레칭,자전거타기,없음," 등/어깨 뒤쪽 스트레칭,  골반 스트레칭,  목 스트레칭, 엉덩이 스트레칭"," 목 스트레칭, 엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭,  골반 스트레칭"
282,76,중,F,145.0,49.9,23.7,70대 이상,비만전단계,268, 아래 팔 스트레칭, 의자 잡고 한발 들기, 누워서 전신 뻗기," 허리 스트레칭,  회전근개 스트레칭, 목 스트레칭,  넙다리 스트레칭"," 넙다리 스트레칭,  의자 잡고 서기,  물통으로 양팔 들어올리기, 짐볼 이용해 앉았다 일어서기"," 좌우 찍기,  수영,  아래 팔 스트레칭,  옆으로 걷기"
283,54,하,F,148.0,51.2,23.4,50대,비만전단계,197,걷기,달리기,전신 루틴 스트레칭,없음," 달리기,  무릎 높여 제자리 달리기,  줄넘기,  사다리 옆으로 발 옮기기"," 줄넘기,  무릎 높여 제자리 달리기,  걷기,  달리기"
284,64,하,F,145.0,49.3,23.4,60대,비만전단계,233,걷기,엉덩이 스트레칭,자전거타기,없음," 엉덩이 스트레칭,  목 스트레칭,  등/어깨 뒤쪽 스트레칭,  골반 스트레칭"," 등/어깨 뒤쪽 스트레칭,  엉덩이 스트레칭,  골반 스트레칭,  목 스트레칭"
285,65,하,F,149.0,57.8,26.0,60대,1단계비만,239,걷기,엉덩이 스트레칭,자전거타기,없음," 자전거타기,  등/어깨 뒤쪽 스트레칭,  대퇴사두근 스트레칭,  엉덩이 스트레칭"," 자전거타기,  등/어깨 뒤쪽 스트레칭,  엉덩이 스트레칭,  대퇴사두근 스트레칭"
286,65,하,F,152.0,61.1,26.4,60대,1단계비만,239,걷기, 엉덩이 스트레칭,자전거타기,없음," 대퇴사두근 스트레칭,  자전거타기,  등/어깨 뒤쪽 스트레칭, 엉덩이 스트레칭"," 자전거타기,  대퇴사두근 스트레칭, 엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭"
287,72,하,F,157.0,54.4,22.1,70대 이상,정상체중,263,전신 루틴 스트레칭, 의자 앞에서 앉았다 일어서기,전신 루틴 스트레칭,없음," 걷기, 윗몸올리기 ,  서서 상체 일으키기,  누워서 엉덩이 들어올리기"," 수영,  아쿠아로빅,  물속에서 걷기,  물병 들고 한발 앞으로 내밀고 앉았다 일어서기"
288,13,하,M,156.0,56.5,23.2,10대,비만전단계,50,걷기,달리기,전신 루틴 스트레칭,없음," 무릎 높여 제자리 달리기,  수영,  계단 올라갔다 내려오기,  엎드려 버티기"," 계단 뛰기,  앉았다 일어서기,  엎드려 버티기,  수영"
289,13,중,F,156.0,41.9,17.2,10대,저체중,40, 상지 루틴 스트레칭, 파워클린,전신 루틴 스트레칭,"하지 루틴 스트레칭,  상지 루틴 스트레칭, 상지 루틴 스트레칭,  전신 루틴 스트레칭"," 누워서 팔 다리 동시에 들어올리기,  달리기,  뛰어 내렸다가 바로 점프하기,  유산소 운동 전 동적 루틴 스트레칭"," 하지 루틴 스트레칭,  네발기기 자세로 팔 다리 들기, 상지 루틴 스트레칭,  유산소 운동 전 동적 루틴 스트레칭"
290,13,하,M,156.0,46.8,19.2,10대,정상체중,44,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  줄넘기, 달리기,  걷기","달리기,  걷기,  앉았다 일어서면서 점프하기,  계단 올라갔다 내려오기"
291,38,하,F,167.0,56.7,20.3,30대,정상체중,119,유산소 운동 전 동적 루틴 스트레칭, 앉아서 다리 밀기,전신 루틴 스트레칭,없음," 엎드려서 팔 다리 들기,  계단 올라갔다 내려오기,  네발기기 자세로 팔 다리 들기,  앉아서 다리 모으기"," 걷기,  팔굽혀펴기,  수영,  몸통 들어올리기"
292,55,하,F,154.0,62.6,26.4,50대,1단계비만,203,걷기,달리기,전신 루틴 스트레칭,없음," 걷기,  계단 올라갔다 내려오기,  계단 뛰기,  달리기"," 계단 뛰기,  걷기,  줄넘기,  달리기"
293,56,하,F,154.9,61.24,25.5,50대,1단계비만,203,걷기, 무릎 높여 제자리 달리기,전신 루틴 스트레칭,없음,"달리기,  계단 뛰기,  줄넘기,  걷기"," 계단 뛰기, 달리기,  걷기,  달리기"
294,14,하,F,166.6,72.92,26.3,10대,1단계비만,59,달리기,맨몸운동  루틴프로그램,걷기," 동적 스트레칭 루틴프로그램,  팔 벌려 뛰기"," 동적 스트레칭 루틴프로그램,  달리기,  사다리 이용 루틴 운동,  앉았다 일어서기"," 버피운동,  자전거타기,  다리 뻗어 점프하기, 걷기"
295,63,하,F,156.1,59.5,24.4,60대,비만전단계,233,걷기, 엉덩이 스트레칭,자전거타기,없음," 골반 스트레칭, 엉덩이 스트레칭,  목 스트레칭,  등/어깨 뒤쪽 스트레칭","엉덩이 스트레칭,  골반 스트레칭,  등/어깨 뒤쪽 스트레칭,  목 스트레칭"
296,64,하,F,152.7,61.8,26.5,60대,1단계비만,239,걷기, 엉덩이 스트레칭,자전거타기,없음,"엉덩이 스트레칭,  대퇴사두근 스트레칭,  자전거타기,  등/어깨 뒤쪽 스트레칭"," 자전거타기,  등/어깨 뒤쪽 스트레칭, 엉덩이 스트레칭,  대퇴사두근 스트레칭"
297,56,하,F,162.7,68.9,26.0,50대,1단계비만,203,걷기,달리기,전신 루틴 스트레칭,없음," 계단 뛰기,  걷기,  줄넘기,  계단 올라갔다 내려오기"," 줄넘기,  계단 올라갔다 내려오기,  무릎 높여 제자리 달리기,  달리기"
298,49,중,F,161.6,64.7,24.8,40대,비만전단계,160,유산소 운동 전 동적 루틴 스트레칭, 누워서 엉덩이 들어올리기,전신 루틴 스트레칭,없음," 엎드려 버티기,  앉아서 다리 펴기,  누워서 다리 들어올리기,  달리기"," 줄넘기,  누워서 다리 들어올리기,  앉아서 다리 펴기,  앉아서 밀기"
299,64,하,F,146.0,49.5,23.2,60대,비만전단계,233,걷기,엉덩이 스트레칭,자전거타기,없음," 골반 스트레칭,  엉덩이 스트레칭,  목 스트레칭,  등/어깨 뒤쪽 스트레칭"," 목 스트레칭,  골반 스트레칭,  엉덩이 스트레칭,  등/어깨 뒤쪽 스트레칭"
